date,nav,div
2016-06-21,8877,0
2016-06-22,8958,0
2016-06-23,8999,0
2016-06-24,8670,0
2016-06-27,8421,0
2016-06-28,8190,0
2016-06-29,8418,0
2016-06-30,8643,0
2016-07-01,8758,0
2016-07-04,8758,0
2016-07-05,8740,0
2016-07-06,8527,0
2016-07-07,8524,0
2016-07-08,8534,0
2016-07-11,8636,0
2016-07-12,8863,0
2016-07-13,9116,0
2016-07-14,9072,0
2016-07-15,9270,0
2016-07-19,9296,0
2016-07-20,9265,0
2016-07-21,9433,0
2016-07-22,9279,0
2016-07-25,9362,0
2016-07-26,9211,0
2016-07-27,9237,0
2016-07-28,9219,0
2016-07-29,9189,0
2016-08-01,9058,0
2016-08-02,9032,0
2016-08-03,8863,0
2016-08-04,8877,0
2016-08-05,8896,0
2016-08-08,9033,0
2016-08-09,9061,0
2016-08-10,9037,0
2016-08-12,9119,0
2016-08-15,9046,0
2016-08-16,9046,0
2016-08-17,8975,0
2016-08-18,8888,0
2016-08-19,8983,0
2016-08-22,8961,0
2016-08-23,8927,0
2016-08-24,8980,0
2016-08-25,8958,0
2016-08-26,8936,0
2016-08-29,9030,0
2016-08-30,9064,0
2016-08-31,9159,0
2016-09-01,9138,0
2016-09-02,9162,0
2016-09-05,9290,0
2016-09-06,9267,0
2016-09-07,9102,0
2016-09-08,9136,0
2016-09-09,9173,0
2016-09-12,9011,0
2016-09-13,8972,0
2016-09-14,8955,0
2016-09-15,8932,0
2016-09-16,8965,0
2016-09-20,8934,0
2016-09-21,8925,0
2016-09-23,9033,0
2016-09-26,8958,0
2016-09-27,8831,0
2016-09-28,8884,0
2016-09-29,9001,0
2016-09-30,8940,0
2016-10-03,9011,0
2016-10-04,9056,0
2016-10-05,9098,0
2016-10-06,9181,0
2016-10-07,9170,0
2016-10-11,9202,0
2016-10-12,9067,0
2016-10-13,9129,0
2016-10-14,9041,0
2016-10-17,9088,0
2016-10-18,9026,0
2016-10-19,9090,0
2016-10-20,9105,0
2016-10-21,9133,0
2016-10-24,9096,0
2016-10-25,9179,0
2016-10-26,9125,0
2016-10-27,9132,0
2016-10-28,9169,0
2016-10-31,9124,0
2016-11-01,9107,0
2016-11-02,9008,0
2016-11-04,8818,0
2016-11-07,8864,0
2016-11-08,9076,0
2016-11-09,8905,0
2016-11-10,9276,0
2016-11-11,9372,0
2016-11-14,9385,0
2016-11-15,9432,0
2016-11-16,9585,0
2016-11-17,9535,0
2016-11-18,9690,0
2016-11-21,9732,0
2016-11-22,9767,0
2016-11-24,9943,0
2016-11-25,10074,0
2016-11-28,9988,0
2016-11-29,9899,0
2016-11-30,9968,0
2016-12-01,10127,0
2016-12-02,10045,0
2016-12-05,10034,0
2016-12-06,10104,0
2016-12-07,10198,0
2016-12-08,10297,0
2016-12-09,10360,0
2016-12-12,10513,0
2016-12-13,10477,0
2016-12-14,10565,0
2016-12-15,10679,0
2016-12-16,10745,0
2016-12-19,10699,0
2016-12-20,10656,0
2016-12-21,10761,0
2016-12-22,10727,0
2016-12-26,10658,0
2016-12-27,10696,0
2016-12-28,10739,0
2016-12-29,10633,0
2016-12-30,10597,0
2017-01-04,10765,0
2017-01-05,10727,0
2017-01-06,10672,0
2017-01-10,10680,0
2017-01-11,10683,0
2017-01-12,10653,0
2017-01-13,10610,0
2017-01-16,10584,0
2017-01-17,10545,0
2017-01-18,10424,0
2017-01-19,10607,0
2017-01-20,10612,0
2017-01-23,10544,0
2017-01-24,10415,0
2017-01-25,10558,0
2017-01-26,10606,0
2017-01-27,10717,0
2017-01-30,10729,0
2017-01-31,10561,0
2017-02-01,10492,0
2017-02-02,10519,0
2017-02-03,10504,0
2017-02-06,10516,0
2017-02-07,10413,0
2017-02-08,10474,0
2017-02-09,10457,0
2017-02-10,10672,0
2017-02-13,10722,0
2017-02-14,10756,0
2017-02-15,10853,0
2017-02-16,10883,0
2017-02-17,10821,0
2017-02-20,10764,0
2017-02-21,10816,0
2017-02-22,10889,0
2017-02-23,10852,0
2017-02-24,10813,0
2017-02-27,10720,0
2017-02-28,10764,0
2017-03-01,10798,0
2017-03-02,11013,0
2017-03-03,10988,0
2017-03-06,10966,0
2017-03-07,10943,0
2017-03-08,10910,0
2017-03-09,10946,0
2017-03-10,11021,0
2017-03-13,11036,0
2017-03-14,11054,0
2017-03-15,11007,0
2017-03-16,10972,0
2017-03-17,11012,0
2017-03-21,10888,0
2017-03-22,10719,0
2017-03-23,10690,0
2017-03-24,10688,0
2017-03-27,10615,0
2017-03-28,10635,0
2017-03-29,10720,0
2017-03-30,10770,0
2017-03-31,10867,0
2017-04-03,10763,0
2017-04-04,10664,0
2017-04-05,10692,0
2017-04-06,10650,0
2017-04-07,10700,0
2017-04-10,10731,0
2017-04-11,10689,0
2017-04-12,10564,0
2017-04-13,10485,0
2017-04-14,10449,0
2017-04-17,10365,0
2017-04-18,10517,0
2017-04-19,10419,0
2017-04-20,10445,0
2017-04-21,10536,0
2017-04-24,10600,0
2017-04-25,10750,0
2017-04-26,10957,0
2017-04-27,10954,0
2017-04-28,10941,0
2017-05-01,10951,0
2017-05-02,11008,0
2017-05-08,11193,0
2017-05-09,11233,0
2017-05-10,11282,0
2017-05-11,11335,0
2017-05-12,11277,0
2017-05-15,11240,0
2017-05-16,11338,0
2017-05-17,11247,0
2017-05-18,10936,0
2017-05-19,10965,0
2017-05-22,11072,0
2017-05-23,11092,0
2017-05-24,11163,0
2017-05-25,11180,0
