date,nav,div
2018-06-07,11332,0
2018-06-08,11295,0
2018-06-11,11282,0
2018-06-12,11394,0
2018-06-13,11424,0
2018-06-14,11366,0
2018-06-15,11434,0
2018-06-18,11408,0
2018-06-19,11340,0
2018-06-20,11290,0
2018-06-21,11346,0
2018-06-22,11233,0
2018-06-25,11218,0
2018-06-26,11052,0
2018-06-27,11107,0
2018-06-28,11028,0
2018-06-29,11146,0
2018-07-02,11188,0
2018-07-03,11229,0
2018-07-04,11120,0
2018-07-05,11126,0
2018-07-06,11254,0
2018-07-09,11321,0
2018-07-10,11486,0
2018-07-11,11513,0
2018-07-12,11558,0
2018-07-13,11718,0
2018-07-17,11689,0
2018-07-18,11795,0
2018-07-19,11795,0
2018-07-20,11733,0
2018-07-23,11549,0
2018-07-24,11604,0
2018-07-25,11662,0
2018-07-26,11708,0
2018-07-27,11714,0
2018-07-30,11636,0
2018-07-31,11560,0
2018-08-01,11706,0
2018-08-02,11680,0
2018-08-03,11745,0
2018-08-06,11740,0
2018-08-07,11793,0
2018-08-08,11840,0
2018-08-09,11779,0
2018-08-10,11767,0
2018-08-13,11648,0
2018-08-14,11628,0
2018-08-15,11767,0
2018-08-16,11595,0
2018-08-17,11721,0
2018-08-20,11725,0
2018-08-21,11684,0
2018-08-22,11738,0
2018-08-23,11797,0
2018-08-24,11855,0
2018-08-27,11895,0
2018-08-28,11992,0
2018-08-29,11995,0
2018-08-30,12120,0
2018-08-31,11992,0
2018-09-03,11987,0
2018-09-04,11997,0
2018-09-05,12025,0
2018-09-06,11964,0
2018-09-07,11843,0
2018-09-10,11862,0
2018-09-11,11941,0
2018-09-12,11999,0
2018-09-13,11987,0
2018-09-14,12127,0
2018-09-18,12035,0
2018-09-19,12150,0
2018-09-20,12174,0
2018-09-21,12296,0
2018-09-25,12291,0
2018-09-26,12266,0
2018-09-27,12221,0
2018-09-28,12331,0
2018-10-01,12369,0
2018-10-02,12421,0
2018-10-03,12375,0
2018-10-04,12473,0
2018-10-05,12342,0
2018-10-09,12144,0
2018-10-10,12140,0
2018-10-11,11667,0
2018-10-12,11412,0
2018-10-15,11556,0
2018-10-16,11473,0
2018-10-17,11776,0
2018-10-18,11804,0
2018-10-19,11599,0
2018-10-22,11608,0
2018-10-23,11588,0
2018-10-24,11494,0
2018-10-25,11095,0
2018-10-26,11345,0
2018-10-29,11098,0
2018-10-30,11080,0
2018-10-31,11329,0
2018-11-01,11405,0
2018-11-02,11533,0
2018-11-05,11498,0
2018-11-06,11563,0
2018-11-07,11628,0
2018-11-08,11926,0
2018-11-09,11943,0
2018-11-12,11825,0
2018-11-13,11564,0
2018-11-14,11576,0
2018-11-15,11464,0
2018-11-16,11585,0
2018-11-19,11518,0
2018-11-20,11321,0
2018-11-21,11139,0
2018-11-22,11191,0
2018-11-26,11112,0
2018-11-27,11332,0
2018-11-28,11397,0
2018-11-29,11645,0
2018-11-30,11605,0
2018-12-03,11716,0
2018-12-04,11844,0
2018-12-05,11390,0
2018-12-06,11395,0
2018-12-07,11362,0
2018-12-10,11074,0
2018-12-11,11151,0
2018-12-12,11191,0
2018-12-13,11239,0
2018-12-14,11255,0
2018-12-17,11030,0
2018-12-18,10738,0
2018-12-19,10710,0
2018-12-20,10555,0
2018-12-21,10273,0
2018-12-25,9676,0
2018-12-26,9730,0
2018-12-27,10254,0
2018-12-28,10333,0
2019-01-04,9858,0
2019-01-07,10279,0
2019-01-08,10376,0
2019-01-09,10469,0
2019-01-10,10466,0
2019-01-11,10539,0
2019-01-15,10477,0
2019-01-16,10592,0
2019-01-17,10668,0
2019-01-18,10792,0
2019-01-21,10962,0
2019-01-22,10964,0
2019-01-23,10790,0
2019-01-24,10818,0
2019-01-25,10854,0
2019-01-28,10905,0
2019-01-29,10803,0
2019-01-30,10811,0
2019-01-31,10934,0
2019-02-01,11028,0
2019-02-04,11097,0
2019-02-05,11224,0
2019-02-06,11255,0
2019-02-07,11243,0
2019-02-08,11129,0
2019-02-12,11219,0
2019-02-13,11364,0
2019-02-14,11444,0
2019-02-15,11362,0
2019-02-18,11498,0
2019-02-19,11497,0
2019-02-20,11537,0
2019-02-21,11554,0
2019-02-22,11523,0
2019-02-25,11595,0
2019-02-26,11636,0
2019-02-27,11582,0
2019-02-28,11606,0
2019-03-01,11647,0
2019-03-04,11780,0
2019-03-05,11720,0
2019-03-06,11689,0
2019-03-07,11607,0
2019-03-08,11505,0
2019-03-11,11416,0
2019-03-12,11637,0
2019-03-13,11655,0
2019-03-14,11736,0
2019-03-15,11798,0
2019-03-18,11818,0
2019-03-19,11837,0
2019-03-20,11870,0
2019-03-22,11864,0
2019-03-25,11552,0
2019-03-26,11574,0
2019-03-27,11692,0
2019-03-28,11619,0
2019-03-29,11729,0
2019-04-01,11820,0
2019-04-02,11994,0
2019-04-03,12003,0
2019-04-04,12030,0
2019-04-05,12087,0
2019-04-08,12103,0
2019-04-09,12114,0
2019-04-10,12021,0
2019-04-11,12054,0
2019-04-12,12128,0
2019-04-15,12234,0
2019-04-16,12225,0
2019-04-17,12247,0
2019-04-18,12208,0
2019-04-19,12226,0
2019-04-22,12224,0
2019-04-23,12222,0
2019-04-24,12340,0
2019-04-25,12349,0
2019-04-26,12297,0
2019-05-07,12200,0
2019-05-08,11944,0
2019-05-09,11906,0
2019-05-10,11857,0
2019-05-13,11893,0
2019-05-14,11569,0
2019-05-15,11687,0
2019-05-16,11745,0
2019-05-17,11905,0
2019-05-20,11854,0
2019-05-21,11775,0
2019-05-22,11914,0
2019-05-23,11853,0
2019-05-24,11654,0
2019-05-27,11648,0
2019-05-28,11655,0
2019-05-29,11524,0
2019-05-30,11480,0
2019-05-31,11479,0
2019-06-03,11224,0
2019-06-04,11148,0
2019-06-05,11411,0
2019-06-06,11535,0
2019-06-07,11621,0
2019-06-10,11743,0
2019-06-11,11797,0
2019-06-12,11803,0
2019-06-13,11769,0
2019-06-14,11813,0
2019-06-17,11820,0
2019-06-18,11820,0
2019-06-19,11929,0
2019-06-20,11883,0
2019-06-21,11952,0
2019-06-24,11938,0
2019-06-25,11905,0
2019-06-26,11798,0
2019-06-27,11826,0
2019-06-28,11881,0
2019-07-01,11997,0
2019-07-02,12120,0
2019-07-03,12068,0
2019-07-04,12174,0
2019-07-05,12185,0
2019-07-08,12237,0
2019-07-09,12214,0
2019-07-10,12247,0
2019-07-11,12211,0
2019-07-12,12276,0
2019-07-16,12273,0
2019-07-17,12271,0
2019-07-18,12136,0
2019-07-19,12149,0
2019-07-22,12124,0
2019-07-23,12165,0
2019-07-24,12267,0
2019-07-25,12327,0
2019-07-26,12323,0
2019-07-29,12378,0
2019-07-30,12408,0
2019-07-31,12348,0
2019-08-01,12285,0
2019-08-02,11940,0
2019-08-05,11764,0
2019-08-06,11359,0
2019-08-07,11543,0
2019-08-08,11546,0
2019-08-09,11756,0
2019-08-13,11476,0
2019-08-14,11752,0
2019-08-15,11374,0
2019-08-16,11414,0
2019-08-19,11609,0
2019-08-20,11776,0
2019-08-21,11652,0
2019-08-22,11777,0
2019-08-23,11776,0
2019-08-26,11301,0
2019-08-27,11507,0
2019-08-28,11457,0
2019-08-29,11566,0
2019-08-30,11763,0
2019-09-02,11733,0
2019-09-03,11753,0
2019-09-04,11631,0
2019-09-05,11815,0
2019-09-06,12044,0
2019-09-09,12040,0
2019-09-10,12099,0
2019-09-11,12126,0
2019-09-12,12263,0
2019-09-13,12319,0
2019-09-17,12268,0
2019-09-18,12299,0
2019-09-19,12330,0
2019-09-20,12288,0
2019-09-24,12182,0
2019-09-25,12015,0
2019-09-26,12158,0
2019-09-27,12142,0
2019-09-30,12087,0
2019-10-01,12180,0
2019-10-02,11978,0
2019-10-03,11695,0
2019-10-04,11767,0
2019-10-07,11920,0
2019-10-08,11939,0
2019-10-09,11724,0
2019-10-10,11862,0
2019-10-11,12023,0
2019-10-15,12171,0
2019-10-16,12329,0
2019-10-17,12305,0
2019-10-18,12335,0
2019-10-21,12266,0
2019-10-23,12292,0
2019-10-24,12359,0
2019-10-25,12389,0
2019-10-28,12446,0
2019-10-29,12538,0
2019-10-30,12513,0
2019-10-31,12557,0
2019-11-01,12422,0
2019-11-05,12677,0
2019-11-06,12696,0
2019-11-07,12689,0
2019-11-08,12781,0
2019-11-11,12788,0
2019-11-12,12765,0
2019-11-13,12758,0
2019-11-14,12754,0
2019-11-15,12745,0
2019-11-18,12868,0
2019-11-19,12843,0
2019-11-20,12844,0
2019-11-21,12775,0
2019-11-22,12788,0
2019-11-25,12829,0
2019-11-26,12955,0
2019-11-27,12993,0
2019-11-28,13080,0
2019-11-29,13099,0
2019-12-02,13064,0
2019-12-03,12890,0
2019-12-04,12736,0
2019-12-05,12856,0
2019-12-06,12868,0
2019-12-09,12960,0
2019-12-10,12928,0
2019-12-11,12928,0
2019-12-12,12935,0
2019-12-13,13171,0
2019-12-16,13160,0
2019-12-17,13271,0
2019-12-18,13271,0
2019-12-19,13289,0
2019-12-20,13313,0
2019-12-23,13376,0
2019-12-24,13394,0
2019-12-25,13378,0
2019-12-26,13406,0
2019-12-27,13488,0
2019-12-30,13473,0
2020-01-06,13279,0
2020-01-07,13366,0
2020-01-08,13255,0
2020-01-09,13495,0
2020-01-10,13629,0
2020-01-14,13759,0
2020-01-15,13712,0
2020-01-16,13739,0
2020-01-17,13901,0
2020-01-20,13936,0
2020-01-21,13942,0
2020-01-22,13866,0
2020-01-23,13846,0
2020-01-24,13845,0
2020-01-27,13653,0
2020-01-28,13414,0
2020-01-29,13577,0
2020-01-30,13557,0
2020-01-31,13607,0
2020-02-03,13300,0
2020-02-04,13407,0
2020-02-05,13716,0
2020-02-06,13921,0
2020-02-07,13977,0
2020-02-10,13873,0
2020-02-12,14022,0
2020-02-13,14122,0
2020-02-14,14100,0
2020-02-17,14115,0
2020-02-18,14122,0
2020-02-19,14093,0
2020-02-20,14335,0
2020-02-21,14385,0
2020-02-25,13612,0
2020-02-26,13130,0
2020-02-27,13080,0
2020-02-28,12401,0
2020-03-02,12099,0
2020-03-03,12729,0
2020-03-04,12271,0
2020-03-05,12813,0
2020-03-06,12231,0
2020-03-09,11542,0
2020-03-10,10790,0
2020-03-11,11507,0
2020-03-12,10918,0
2020-03-13,9933,0
2020-03-16,11033,0
2020-03-17,9697,0
2020-03-18,10350,0
2020-03-19,9959,0
2020-03-23,9727,0
2020-03-24,9428,0
2020-03-25,10366,0
2020-03-26,10450,0
2020-03-27,10913,0
2020-03-30,10430,0
2020-03-31,10891,0
2020-04-01,10598,0
2020-04-02,10120,0
2020-04-03,10413,0
2020-04-06,10340,0
2020-04-07,11072,0
2020-04-08,11016,0
2020-04-09,11435,0
2020-04-10,11554,0
2020-04-13,11514,0
2020-04-14,11336,0
2020-04-15,11634,0
2020-04-16,11433,0
2020-04-17,11524,0
2020-04-20,11828,0
2020-04-21,11607,0
2020-04-22,11258,0
2020-04-23,11512,0
2020-04-24,11495,0
2020-04-27,11642,0
2020-04-28,11782,0
2020-04-30,11982,0
2020-05-01,11914,0
2020-05-07,11550,0
2020-05-08,11697,0
2020-05-11,11961,0
2020-05-12,12025,0
2020-05-13,11739,0
2020-05-14,11509,0
2020-05-15,11703,0
2020-05-18,11724,0
2020-05-19,12111,0
2020-05-20,12055,0
2020-05-21,12233,0
2020-05-22,12140,0
2020-05-25,12157,0
2020-05-26,12171,0
2020-05-27,12292,0
2020-05-28,12521,0
2020-05-29,12452,0
2020-06-01,12533,0
2020-06-02,12567,0
2020-06-03,12804,0
2020-06-04,12997,0
2020-06-05,12980,0
2020-06-08,13367,0
2020-06-09,13355,0
2020-06-10,13218,0
2020-06-11,13050,0
2020-06-12,12251,0
2020-06-15,12473,0
2020-06-16,12588,0
2020-06-17,12830,0
2020-06-18,12715,0
2020-06-19,12743,0
2020-06-22,12650,0
2020-06-23,12757,0
2020-06-24,12759,0
2020-06-25,12493,0
2020-06-26,12637,0
2020-06-29,12345,0
2020-06-30,12586,0
2020-07-01,12824,0
